,PMT,Intrest,Principal,Additional_Payment,Principal Left
73,250.93202069803988,105.77935056853342,145.15267012950648,100.0,15866.902585280011
74,250.93202069803988,104.14499943433671,146.78702126370317,100.0,15621.749915150505
75,250.93202069803988,102.49975262591202,148.43226807212784,100.0,15374.962893886803
76,250.93202069803988,100.84353750543117,150.0884831926087,100.0,15126.530625814676
77,250.93202069803988,99.17628095081379,151.75573974722607,100.0,14876.442142622067
78,250.93202069803988,97.49790935249894,153.43411134554094,100.0,14624.68640287484
79,250.93202069803988,95.80834861019534,155.12367208784454,100.0,14371.2522915293
80,250.93202069803988,94.1075241296097,156.82449656843016,100.0,14116.128619441455
81,250.93202069803988,92.39536081915351,158.53665987888638,100.0,13859.304122873025
82,250.93202069803988,90.6717830866276,160.26023761141226,100.0,13600.76746299414
83,250.93202069803988,88.93671483588486,161.99530586215502,100.0,13340.507225382727
84,250.93202069803988,87.19007946347048,163.7419412345694,100.0,13078.511919520572
85,250.93202069803988,85.43179985524002,165.50022084279988,100.0,12814.769978286002
86,250.93202069803988,83.66179838295469,167.2702223150852,100.0,12549.269757443202
87,250.93202069803988,81.87999690085412,169.05202379718577,100.0,12281.999535128118
88,250.93202069803988,80.08631674220622,170.84570395583364,100.0,12012.947511330933
89,250.93202069803988,78.280678715834,172.65134198220588,100.0,11742.101807375098
90,250.93202069803988,76.46300310261928,174.4690175954206,100.0,11469.450465392893
91,250.93202069803988,74.63320965198315,176.29881104605673,100.0,11194.981447797472
92,250.93202069803988,72.79121757834277,178.14080311969713,100.0,10918.682636751415
93,250.93202069803988,70.93694555754479,179.9950751404951,100.0,10640.541833631718
94,250.93202069803988,69.07031172327481,181.86170897476507,100.0,10360.546758491222
95,250.93202069803988,67.19123366344304,183.74078703459685,100.0,10078.685049516456
96,250.93202069803988,65.29962841654574,185.63239228149413,100.0,9794.94426248186
97,250.93202069803988,63.39541246800245,187.53660823003742,100.0,9509.311870200367
98,250.93202069803988,61.478501746468865,189.45351895157103,100.0,9221.77526197033
99,250.93202069803988,59.54881162012506,191.3832090779148,100.0,8932.321743018758
100,250.93202069803988,57.60625689293896,193.3257638051009,100.0,8640.938533940844
101,250.93202069803988,55.65075180090496,195.2812688971349,100.0,8347.612770135744
102,250.93202069803988,53.68221000825739,197.2498106897825,100.0,8052.331501238608
103,250.93202069803988,51.70054460365884,199.23147609438104,100.0,7755.0816905488255
104,250.93202069803988,49.70566809636297,201.22635260167692,100.0,7455.8502144544445
105,250.93202069803988,47.697492412351785,203.2345282856881,100.0,7154.623861852768
106,250.93202069803988,45.6759288904472,205.25609180759267,100.0,6851.38933356708
107,250.93202069803988,43.64088827839659,207.2911324196433,100.0,6546.133241759488
108,250.93202069803988,41.5922807289323,209.33973996910757,100.0,6238.842109339845
109,250.93202069803988,39.530015795804914,211.40200490223498,100.0,5929.502369370737
110,250.93202069803988,37.454002429790016,213.47801826824985,100.0,5618.100364468502
111,250.93202069803988,35.36414897466835,215.56787172337152,100.0,5304.622346200253
112,250.93202069803988,33.260363163179214,217.67165753486066,100.0,4989.054474476881
113,250.93202069803988,31.142552112946806,219.78946858509306,100.0,4671.38281694202
114,250.93202069803988,29.010622322379515,221.92139837566037,100.0,4351.593348356927
115,250.93202069803988,26.864479666541776,224.0675410314981,100.0,4029.671949981266
116,250.93202069803988,24.704029392998457,226.22799130504143,100.0,3705.604408949768
117,250.93202069803988,22.52917611763151,228.40284458040836,100.0,3379.3764176447266
118,250.93202069803988,20.33982382042879,230.5921968776111,100.0,3050.9735730643183
119,250.93202069803988,18.135875841244715,232.79614485679517,100.0,2720.3813761867073
120,250.93202069803988,15.917234875532747,235.01478582250712,100.0,2387.585231329912
121,250.93202069803988,13.683802970049365,237.24821772799052,100.0,2052.5704455074047
122,250.93202069803988,11.435481518529429,239.49653917951045,100.0,1715.322227779414
123,250.93202069803988,9.172171257332693,241.75984944070717,100.0,1375.8256885999037
124,250.93202069803988,6.893772261061311,244.03824843697856,100.0,1034.0658391591965
125,250.93202069803988,4.6001839381481195,246.33183675989176,100.0,690.0275907222178
126,250.93202069803988,2.2913050264155075,248.64071567162438,100.0,343.6957539623261
